Medium;Messtag;Wuchshoehe in mm;Matrikelnummer
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;2;2139315
NaCl;03.02.2023, 08:53;3;2139315
NaCl;03.02.2023, 08:53;2;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;2;2139315
NaCl;03.02.2023, 08:53;2;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;1;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;0;2139315
NaCl;03.02.2023, 08:53;0;2139315
pH;03.02.2023, 08:53;0;2139315
pH;03.02.2023, 08:53;7;2139315
pH;03.02.2023, 08:53;5;2139315
pH;03.02.2023, 08:53;10;2139315
pH;03.02.2023, 08:53;0;2139315
pH;03.02.2023, 08:53;30;2139315
pH;03.02.2023, 08:53;21;2139315
pH;03.02.2023, 08:53;18;2139315
pH;03.02.2023, 08:53;7;2139315
pH;03.02.2023, 08:53;15;2139315
pH;03.02.2023, 08:53;27;2139315
pH;03.02.2023, 08:53;29;2139315
pH;03.02.2023, 08:53;3;2139315
pH;03.02.2023, 08:53;12;2139315
pH;03.02.2023, 08:53;18;2139315
pH;03.02.2023, 08:53;16;2139315
pH;03.02.2023, 08:53;2;2139315
pH;03.02.2023, 08:53;0;2139315
pH;03.02.2023, 08:53;23;2139315
pH;03.02.2023, 08:53;32;2139315
H2O;03.02.2023, 16:41;0;2139315
H2O;03.02.2023, 16:41;4;2139315
H2O;03.02.2023, 16:41;30;2139315
H2O;03.02.2023, 16:41;20;2139315
H2O;03.02.2023, 16:41;9;2139315
H2O;03.02.2023, 16:41;36;2139315
H2O;03.02.2023, 16:41;4;2139315
H2O;03.02.2023, 16:41;14;2139315
H2O;03.02.2023, 16:41;28;2139315
H2O;03.02.2023, 16:41;13;2139315
H2O;03.02.2023, 16:41;30;2139315
H2O;03.02.2023, 16:41;28;2139315
H2O;03.02.2023, 16:41;10;2139315
H2O;03.02.2023, 16:41;26;2139315
H2O;03.02.2023, 16:41;3;2139315
H2O;03.02.2023, 16:41;1;2139315
H2O;03.02.2023, 16:41;3;2139315
H2O;03.02.2023, 16:41;9;2139315
H2O;03.02.2023, 16:41;1;2139315
H2O;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;2;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;3;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;2;2139315
NaCl;03.02.2023, 16:41;5;2139315
NaCl;03.02.2023, 16:41;2;2139315
NaCl;03.02.2023, 16:41;1;2139315
NaCl;03.02.2023, 16:41;2;2139315
NaCl;03.02.2023, 16:41;5;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;1;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;1;2139315
NaCl;03.02.2023, 16:41;0;2139315
NaCl;03.02.2023, 16:41;0;2139315
pH;03.02.2023, 16:41;0;2139315
pH;03.02.2023, 16:41;10;2139315
pH;03.02.2023, 16:41;7;2139315
pH;03.02.2023, 16:41;13;2139315
pH;03.02.2023, 16:41;0;2139315
pH;03.02.2023, 16:41;43;2139315
pH;03.02.2023, 16:41;34;2139315
pH;03.02.2023, 16:41;21;2139315
pH;03.02.2023, 16:41;10;2139315
pH;03.02.2023, 16:41;23;2139315
pH;03.02.2023, 16:41;38;2139315
pH;03.02.2023, 16:41;36;2139315
pH;03.02.2023, 16:41;5;2139315
pH;03.02.2023, 16:41;14;2139315
pH;03.02.2023, 16:41;20;2139315
pH;03.02.2023, 16:41;16;2139315
pH;03.02.2023, 16:41;5;2139315
pH;03.02.2023, 16:41;0;2139315
pH;03.02.2023, 16:41;31;2139315
pH;03.02.2023, 16:41;37;2139315
